             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
           7064564    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064532    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064531    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064530    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064529    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064528    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064527    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064526    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064522    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064521    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064520    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064519    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064518    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064517    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064516    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064512    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064511    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064510    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064509    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064508    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064507    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064506    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064501    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064500    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064499    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064498    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064497    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064496    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064495    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064491    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064490    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064489    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064488    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064487    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064486    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064485    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064481    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064480    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064479    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064478    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064477    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064476    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064475    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064471    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064470    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064469    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064468    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064467    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064466    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064465    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064461    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064460    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064459    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064458    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064457    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064456    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064455    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064451    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064450    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064449    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064448    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064447    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064446    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064445    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064440    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064439    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064438    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064437    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064436    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064435    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064434    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064429    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064428    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064427    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064426    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064425    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064424    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064423    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064419    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064418    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064417    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064416    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064415    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064414    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7064413    normal seq_npxr  xys3549 PD       0:00      1 (Dependency)
           7378846    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378845    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378844    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378843    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378842    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378841    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378840    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378839    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378838    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378837    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378836    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378835    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378834    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378833    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378832    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378831    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378852    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378851    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378850    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378849    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378848    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7378847    normal    AMSET  myt0553 PD       0:00      1 (Priority)
           7312164    normal 2066909_  dke1477 PD       0:00      1 (Priority)
           7312317    normal 2066912_  dke1477 PD       0:00      1 (Priority)
           7312467    normal 2066913_  dke1477 PD       0:00      1 (Priority)
           7312520    normal 2066920_  dke1477 PD       0:00      1 (Priority)
           7312543    normal 2066568_  dke1477 PD       0:00      1 (Priority)
           7312598    normal 2066469_  dke1477 PD       0:00      1 (Priority)
           7312904    normal 2066533_  dke1477 PD       0:00      1 (Priority)
           7313019    normal 2062463_  dke1477 PD       0:00      1 (Priority)
           7313152    normal 2066600_  dke1477 PD       0:00      1 (Priority)
           7311651    normal 2066988_  alz6518 PD       0:00      1 (Priority)
           7313234    normal 2066948_  dke1477 PD       0:00      1 (Priority)
           7313465    normal 2066961_  dke1477 PD       0:00      1 (Priority)
           7311922    normal 2066993_  alz6518 PD       0:00      1 (Priority)
           7313888    normal 2066541_  dke1477 PD       0:00      1 (Priority)
           7314198    normal 2066921_  dke1477 PD       0:00      1 (Priority)
           7314277    normal 2069280_  dke1477 PD       0:00      1 (Priority)
           7314266    normal 2069279_  dke1477 PD       0:00      1 (Priority)
           7314489    normal 2069281_  dke1477 PD       0:00      1 (Priority)
           7314576    normal 2069283_  dke1477 PD       0:00      1 (Priority)
           7314695    normal 2069285_  dke1477 PD       0:00      1 (Priority)
           7314796    normal 2069287_  dke1477 PD       0:00      1 (Priority)
           7314958    normal 2069288_  dke1477 PD       0:00      1 (Priority)
           7315065    normal 2069289_  dke1477 PD       0:00      1 (Priority)
           7315185    normal 2069291_  dke1477 PD       0:00      1 (Priority)
           7315515    normal 2069293_  dke1477 PD       0:00      1 (Priority)
           7315833    normal 2069294_  dke1477 PD       0:00      1 (Priority)
           7315980    normal 2069295_  dke1477 PD       0:00      1 (Priority)
           7316857    normal 2069307_  dke1477 PD       0:00      1 (Priority)
           7317698    normal 2069308_  dke1477 PD       0:00      1 (Priority)
           7318244    normal 2069309_  dke1477 PD       0:00      1 (Priority)
           7318479    normal 2069311_  dke1477 PD       0:00      1 (Priority)
           7318652    normal 2069315_  dke1477 PD       0:00      1 (Priority)
           7318923    normal 2066910_  dke1477 PD       0:00      1 (Priority)
           7319095    normal 2066929_  dke1477 PD       0:00      1 (Priority)
           7319442    normal 2066475_  dke1477 PD       0:00      1 (Priority)
           7321540    normal 2066933_  dke1477 PD       0:00      1 (Priority)
           7315526    normal 2067345_  alz6518 PD       0:00      1 (Priority)
           7323294    normal 2066951_  dke1477 PD       0:00      1 (Priority)
           7315867    normal 2067376_  alz6518 PD       0:00      1 (Priority)
           7324034    normal 2066953_  dke1477 PD       0:00      1 (Priority)
           7315985    normal 2067377_  alz6518 PD       0:00      1 (Priority)
           7316007    normal 2067378_  alz6518 PD       0:00      1 (Priority)
           7326043    normal 2066976_  dke1477 PD       0:00      1 (Priority)
           7326160    normal 2066977_  dke1477 PD       0:00      1 (Priority)
           7326471    normal 2066980_  dke1477 PD       0:00      1 (Priority)
           7327115    normal 2069277_  dke1477 PD       0:00      1 (Priority)
           7329904    normal 2069313_  dke1477 PD       0:00      1 (Priority)
           7322690    normal 2067402_  alz6518 PD       0:00      1 (Priority)
           7323306    normal 2067403_  alz6518 PD       0:00      1 (Priority)
           7324255    normal 2067404_  alz6518 PD       0:00      1 (Priority)
           7326049    normal 2067405_  alz6518 PD       0:00      1 (Priority)
           7326179    normal 2067407_  alz6518 PD       0:00      1 (Priority)
           7326119    normal 2067406_  alz6518 PD       0:00      1 (Priority)
           7338504    normal 2061982_  dke1477 PD       0:00      4 (Priority)
           7326378    normal 2067411_  alz6518 PD       0:00      1 (Priority)
           7326880    normal 2067416_  alz6518 PD       0:00      1 (Priority)
